front,back
Arguments against current large language models being sentient (they lack X): What is X? ,"Sensory perception, embodiment, recurrent processing, world model, global workspace, unified agency, biology.
My strongest ones:
World model, recurrent processing, unified agency "
"Are LLMs sentient (Chalmers talk). 
Arguments for current systems being sentient (they have X): ","Self-report of sentience, conversational ability, domain general knowledge "
Biggest overarching challenge in RL ,"Designing an agent with unsupervised general learning capability in many environments.
Specifics:
It needs to achieve few shot learning
It probably needs to incorporate a natural language interface (that is, somehow combine with language models) "
How is batch norm an example of solving a key problem in design in neural networks ,"Robustness to initialization effects on training.
More generally, we need robust methods of regularization that don't require fine tuning.
Initialization and regularization "
Is the stratego algorithm similar to AGZ? ,"No. Stratego algorithm is model free, which is surprising. There is no explicit model of the environment. No planning. "
"In the stratego paper, what is the regularized nash dynamics algorithm most similar to in other reinforcement learning algorithms? ","Proximal policy optimization, because it penalizes deviating too far from the original policy "
What is the regularized nash dynamics algorithm used in the stratego paper by Deepmind? ,"Uses policy gradient and altered reward function (similar to PPO) to ensure convergence to some local minimum.
Checkpoints policy, then uses altered reward function which penalizes deviating from that policy too much (similar to PPO clip, but continuous), and has a guaranteed local optimum.
Repeat many times, converges to global optimum strategy. "
What differentiates the challenges of Stratego from poker and Go? ,"Stratego has way bigger state space and initial state space (think poker hand size vs stratego ""hand"" size) and hidden information. 
Slow, sequential reasoning "
Historical example of intelligence augmentation (think hundreds of years) ,"Language
Writing
Descartes and algebraic representation of geometry "
Examples of AI-based intelligence augmentation from Nielsen essay ,"Generative models with a 1D tuning axis for complex concepts
Emotions in faces
Boldness in fonts."
What is the vanilla policy gradient theorem with baseline (the baseline part) and why is it good? ,"The baseline term provides a generalization of the VPG (vanilla policy gradient) formula that reduces variance in the update strength during gradient descent.
In the VPG formula, you can change the Q function estimate q to q+c for any constant c that doesn't depend on the action (such as a value function), and this can reduce variance.  
------------------------------
why? 
You can subtract the constant c from it is multiplied by the policy, and summed over actions. Then you can subtract c because the sum over actions of gradient of the policy pi is 0 (pi sums to 1)
It helps because the variance of the product of two random variables is larger in general if one of them has a large mean, and smallest if they have 0 mean for both of them."
What is the policy gradient theorem formula? ,"gradient of value = expectation over states and actions of (grad log[pi(a|s)]) * q(s,a). 
The log comes about because we had sum_actions grad pi(a|s), but to put it into expectation over actions, we get the log. "
"What will this do?
x = np.random.multinomial(n=1, pvals=[1/6, 1/6, 1/6, 1/6, 1/6, 1/6])","Returns a sample vector from the multinomial distribution: Chooses 1 sample, and returns a vector with 1 hot encoding of result. If n=10, it will have 10 samples (vector will sum to 10)Binomial distribution is the same thing with 2 elements in pvals, rather than 6."
How can I draw samples from a normal distribution with numpy? ,"Normal distribution: x = np.random.normal(loc=1, scale=2, size=(2, 3))"
np.random.permutation(arr) ,"returns a random permutation (is not in place operation, like shuffle is) "
What are numpy filter arrays? ,They are boolean arrays which let you select subsets of data from another array. There is one Boolean value for each index in the other array. Then you run arr[filter_arr] to take the subset of arr with a true value in the filter_arr 
How do you join two numpy arrays? What about along a new axis? What about split? ,"np.concatenate(a,b) joins arrays
np.stack(a,b) concatenates, but along a new axis
Opposite of np.stack is np.split, which breaks it into multiple equal sized sub arrays. 
np.array_split(arr, numsplits) is the same as np.split, but it is possible to choose what size sub arrays to split into. "
What does python super() do? ,"Is used to create a class that will inherit all the methods and properties from another class:
class Child(Parent):
 def __init__(self, txt):
 super().__init__(txt) "
What does python next(stuff) do? ,"Returns the next item in an iterator and increments it as well.
Example
mylist = iter([""apple"", ""banana"", ""cherry""])
x = next(mylist)
print(x)
x = next(mylist)
print(x) "
"How do you access a dictionary value, but not throw an error if it doesn't exist? ","Dict.get(key, defaultValue)
Gets value, returns default if it didn’t exist, and adds it to dict "
How do you get a tuple of keys and values from a dict in python? ,"Dict.items()
Returns a tuple of the key,value pairs "
What is the equivalent of list.extend(stuff) for dictionaries in python? ,"Dict.update({key1:value1, key2:value2})"
How do you sort a list by some function in python? ,"List.Sort(reverse=True, key=myFunc)
Sorts by myFunc applied to each element. Called in place and rearranges. "
"What two methods let you find the location and number of objects in a string, list, or tuple? ","List.index(""hi"") - Searches for ""hi"" and returns the first place where it was found
List.count(""hi"") - Returns the number of times something occurs in a list "
What python module has functions for interpolation? ,"scipy.interpolate.interp1d
xs = np.arange(10). ys = 2*xs + 1. interp_func = interp1d(xs, ys)"
What python module has SI constants? ,"scipy.constants
From scipy import constants. Then constants.gram = 0.001, constants.week, constants.mile are all in SI units (meters, seconds, kg)"
What is the gamma distribution conjugate prior to? ,"Exponential and Poisson 
------------
Why? Because it encodes a distribution over something like a ""rate"". 
Exponential and poisson are siblings "
What is the beta distribution conjugate prior to? ,"Binomial, bernoulli, negative binomial, and geometric. 
--------------
Why? all of them have the same generative model (a bernoulli variable) "
"Why does MCTS use the number of visits, not the Q function value? ","Because Q is noisy. it can be updated right at the end to favor a weird state, while num visits reflects better the certainty. "
"What is one major way that the alpha go backup is different from normal MCTS backup? What about alpha go zero? 
(there are other differences outside the backup too) ","The return is combined with the value predicted by a policy network, to reduce noise.
For zero, it's purely the value output by the network. No simulation required. "
How is the alpha go Q value initialized for each node when first encountered? ,"It is set by the parent node, to reflect that bad paths or good paths shouldn't have a bias toward 0 return."
How is the predictive upper confidence tree algorithm (PUCT) different from UCT? ,"It steers the exploration to require less feedback, and be correct the first time. 
------------------------------------
Has confidence term multiplied by probability a policy takes it, to favor likely moves. 
Also has sqrt(N)/(1+n_i), instead of sqrt(log(N)/n_i), though they asymptote similarly to 1/sqrt(n_i)"
"Visualize the set of networks used in training the original alpha go network, and what each was used for ","There was a rollout policy and human expert move policy which are trained on the human expert data.
There was the RL generated agent which was trained using RL and plays differently, and the value function trained on the RL generated agent. 
Rollout policy and RL generated value function, and human expert move policy were all used in the final gameplay time. "
Neuralink 3 key design concerns,"safety (long term)
Scalability (can exchange, etc)
Access to the relevant parts of the brain (deep, vision centers, etc) "
How does Neuralink plan to use reinforcement learning ,To understand the output from firing of a large number of neurons 
What is the reason we need BMIs? (Neuralink presentation by musk) ,Output rate from brain is too slow. Input is fine. 
How to improve flashcards over time? ,"Make cards more atomic
Add multiple forms of media, like pictures and text and sound
Change them up: Avoid learning syntax of question as the memory device "
"What is an ""orphan"" flash card? ",Some topic without sister flashcards which are conceptually similar 
Learning a new field: 3 steps according to Nielsen,"Deep dive a major paper (shallow skims first)
Then deep dive 5-10 more
Then shallow skim many"
Common pitfall when trying to learn a new field ,"A common mistake is spending too much time building up knowledge of docs, textbooks, and APIs for example.
Instead, Nielsen suggests to: Read a paper in depth, or do a project in depth, and take atomic notes in context. Knowledge of basic syntax and terminology will come over time, and in fact may come more easily because it's learned in context with exciting information. "
Why generative models are expected to be important ,Because you probably have a latent representation if you can do that well 
"What is the policy gradient theorem, and why is it useful ? ","It lets us represent the gradient of the total returns with respect to some parameters of the policy. Then we can gather measurements of this term, and use it for a gradient descent update. 
Specifically it takes the total expected return for an entire episode, and expands out the expected return over all possible actions, and transitions, then takes the gradient. "
How do lambda returns improve on Monte Carlo (MC) estimates and temporal difference (TD) learning? ,"Lambda blends the two.
MC is unbiased, higher variance, but faster update
TD is biased, but more stable, slower convergence
MC is able to update values all over the time space immediately (faster), but has a lot of variance and noise, and is unbiased.
TD learning works back as a gradient from the end so it is biased by your initial guess, but it has less variance. 
Lambda: Instead use a mix of biased and slow updates (1 step look ahead with learned value function) and fast but high variance updates (monte carlo on full episode)"
How does proximal policy optimization and generalized advantage estimation improve on the vanilla policy gradient algorithm? ,"Vanilla usually already has a baseline to reduce variance, and an entropy term for regularization. PPO with GAE makes two changes: replaces the policy term and the Q value term with slightly altered things to prevent rapidly changing the policy, and to give better value estimates with less noise and less bias. ----------
PPO (proximal policy optimization) has a regularization term to prevent changing the probability of any action too much (removes it from the loss function once it changes too much). This is the clip term. 
GAE (generalized advantage estimation) takes the best of both worlds of MC (Monte carlo) estimates and 1 step TD learning (temporal difference learning) to rapidly sample the Q value in an unbiased way."
How do policy gradients improve on TD learning and Q learning? ,"Value based RL is trying to 
solve a self consistency equation in the TD-learning case. This is hard to solve. 
Can't handle continuous action spaces
Can't be stochastic 
Policy gradient solves this by... 
Policy gradient to directly learn the policy. This is a smoother space to update (rather than a greedy value function which jumps between actions)
Can be stochastic
Can handle continuous action spaces (if you learn the parameters of a distribution) 
Both are still model free and general "
"What are the challenges of poker as a reinforcement learning problem, and how to avoid them? ","1. It is highly random, which prevents stable training. 
2. The state space is huge, and the state of the opponent is largely hidden 3. The action space has local minima (going all in to reduce to random games)."
"Why is the upper confidence bound in MCTS of the given form (specifically the log(N) and 1/sqrt(n) parts)? 
Q value + c sqrt( log(N)/n_i)
Think: concentration bound, then how to limit loss","Concentration bound tells us: Probability of true value being higher than epsilon scales like exp(-n eps^2/2) \equiv delta
Then you can solve this to give prob true value is higher than sqrt(2 log(1/delta)/n) is delta. 
Then if you want to have your overall loss be minimized, you want your probability of being wrong to scale like 1/N_samples so that overall loss is capped. To have this scaling, you set delta = 1/N. 
Now if you choose your arm according to the UCB equation, you will be wrong with a probability that scales less than with 1/N, so your error is bounded"
"What is the difference between Q learning, TD learning, and policy gradients, compared to MCTS and dynamic programming? ","Latter are model based, former are model free. "
When can you use MCTS (Monte Carlo tree search) to explore and plan? ,"When you have a model of the environment
Less important: a relatively small branching ratio (and if you're doing true MCTS, not alpha go zero algorithm, then you need a concrete episode termination and rollout policy.) "
np.ufuncs. What are they? ,Are specialized array operations that work fast on adding/multiplying arrays. Are usually called internally. 
"What does numpy.random.choice do? For example:
x = np.random.choice([3, 5, 7, 9], p=[0.1, 0.3, 0.6, 0.0], size=(100))","This gives array of size 100, with values taken from the first array, and with each value sampled with a probability taken from the corresponding point in the second array"
Numpy array - what is view and base? ,"arr.view() returns a reference to some data, but not a copy
arr.copy() is an independent copy 
np.base will be None if an object is its own data, but will be a reference to another array if object is a ""view"" of another, as in a = b.view() "
What is the abstract goal of Intelligence augmentation tools (Nielsen)? And how does AI accomplish this? ,"Compact abstraction of concepts, so that humans can operate at a higher level of abstraction, using new forms of primitives which are internalized. "
Clean coding: What should a function do? How should it be designed? ,"Should be short - a few lines
Should do only one thing (on an abstract level)
Should not contain multiple levels of abstraction. Instead call other functions at each new level of abstraction "
What is a python iterator? ,"It is a wrapper that lets you iterate over items in an object. 
Example:
mystr = ""banana""
myit = iter(mystr)
print(next(myit))
print(next(myit))  # will print ""b"" then ""a"" then ""n"" ... "
What does python map do? ,"Map()
The map() function executes a specified function for each item in an iterable.
If function has 2 parameters,  call ""map(func, it1, it2)"""
How do you split a string in python? ,"String.Split(c) - Splits at character c, returns list
String.Splitlines() - Returns list with split lines "
Python file access commands for opening a file and reading it ,"For reading:
f = open(""hello.txt"", ""r"")
text = f.read()  # reads whole thing
line = f.readline()  # reads a line
f.close()  # do this at the end "
"What is the gamma distribution formula, and what can it look like? ","Is a generalization of the chi-squared distribution and exponential 
	Looks like PDF which is similar to exponential, or poisson, or chi squared "
"What is the beta distribution formula, and what can it look like? ","Lives on interval 0 to 1
PDF can be nice gaussian looking, or uniform, or highly skewed"
"What is a conjugate prior distribution in statistics, and why is it useful? ","It is the set of functions (sufficiently general) so that your posterior FOR THE PARAMETERS OF A PROBABILITY DISTRIBUTION is always in that set of function, even after you make some measurements or observations of the system. That is, your prior is in this set of functions, and your posterior is as well.
This can sometimes let you do an analytic calculation of the Bayesian update rule (for example with a binomial variable) .
Example: You know you have a bernoulli variable. It has some parameter theta. You have a prior distribution for theta (maybe it's uniform in 0 to 1) that can be expressed as a beta function with some parameters. You can analytically do the math to show that the correct posterior for theta is another beta distribution that depends in an analytic way on your sampled data and initial beta parameters"
Chi-squared distribution ,"Distribution of the sum of squares of normally distributed variables (usually with std dev 1). 
Explicit formula is complicated. Rough idea is PDF goes like x^a e^-x/2 so a polyomial term times an exponential. CDF is more like an exponential 
Basic idea is it lets us construct confidence intervals"
Various types of means. ie Arithmetic mean vs geometric mean vs harmonic meanWhen is each used? ,"Most general is called p-norm. (1/n*Sum of x^p)^(1/p).p=-1 is harmonicp=1 is arithmeticp=2 is quadraticp->0 is geometric (to prove, take exponential of log of this, then l'hopital it)p-> infinity is the maximum------------Geometric mean is the Nth root of the product of n numbers: N-root(x1*x2*...)
Often used for things that have meaning when multiplied as a product (ie where the objects are exponentials of some rate)
Harmonic mean is N*(1/x1 + 1/x2 + ...)
Dominated by the minimum of the arguments 
Used when you are finding average of rates (think of example of ""average speed of a car trip)
Quadratic mean: sqrt of sum of squares"
Log-normal distribution ,"The log of the values is normally distributed. 
The exponentiation of a normally distributed variable is log-normal distributed. 
You can go through the change of variables math easily to derive the PDF shown in image 
PDF is only at positive values. It is sort of like Poisson looking, but very asymmetric 
This shows up when you have a product of many independent random variables. This is known as Gibrat's law. 
You can derive this quickly by immediately asking what is the probability distribution of the log of the product of stuff. It will converge, by central limit theorem, to a Gaussian, QED you are log normal (the log of your variable (the product) is normal distributed). "
Weibull distribution ,"A generalization of the exponential distribution, characterizing time to failure.
It allows the rate of failure to depend on time (ie go like time to some power). End result is a P(x) which goes like (is dominated by) e^-(x^2) or e^-(x^k) for some k."
Geometric distribution ,"Physically: how many failures before the first success (how many tails before the first heads)
P(x) = (1-p)^x p 
E(x) = 1/p
var(X) = (1-p)/p^2
It's built from the Bernoulli distribution, and it leads to the exponential distribution in the limit of becoming a rate process. 
""Negative binomial distribution"" is a generalization (kind of like hypergeometric is a generalization of bernoulli). It asks the probability of the the number of failures being X before the first r successes (not just the first success)."
Bernoulli distribution ,"Pure single coin toss. 
-> Binomial with more coin tosses. 
-> Hypergeometric without replacement "
Hypergeometric distribution ,"This probability distribution is similar to the binomial distribution. 
Binomial: If you draw white and black balls from an urn (where there's some ratio of them), and always place it back before the next trial, and do n trials, thats binomial.
Hypergeoemtric: This is the same, but you do not replace the balls after drawing them from the urn. Thus it ends up being a bit different from Binomial, but otherwise pretty close. "
"Exponential distribution, mean, and variance ","Probability density is Lambda*e^-Lambda x.
Physically it gives the probability of an interval length between poisson distributed random events. 
Mean is 1/Lambda, and variance is 1/Lambda squared."
Normal distribution ,"Shows up everywhere because of central limit theorem.
Know explicit formula "
Poisson distribution ,"How many events in a process with continuous rate in some fixed time? Each time is independent with some fixed probability. 
Main control parameter is rate times time, which gives average number observed. 
Mean and variance are both the average. This is the limit of a binomial distribution with p going to 0, but repeated many times."
Binomial distribution ,"Number of heads and tails in a certain number of coin flips. 
Mean is np
variance is np(1-p)"
Importance of determinants ,Tells you if a matrix is invertible 
"Singular Value Decomposition of a matrix:
What is its purpose?
What are key components of proof that it exists? ","Purpose: The singular value decomposition makes it possible to diagonalize and invert matrices, and generally makes matrix manipulation easier.
Key components:
The Schur decomposition shows any square matrix is able to be made upper triangular. 
The spectral theorem for square matrices shows that any normal square matrix is diagonalizable (uses Schur).
Finally, the singular value decomposition of a matrix M is a specific application of the spectral theorem to the matrix M * M, and M M* matrix, and followed by a few steps. "
What is the biggest unmet challenge in working with neural networks? ,"Understanding neural network structure and information flow
One solution: Finding equivalence classes and methods to distill network down to a similar structure, regardless of the starting structure "
"Sam altman AI talk main points
What are the main business products for Language Models? ","Main products (rather than research questions)
A search engine that can compete with google
Companies will perform fine tuning of large language models for specific applications 
Contributing to science by creating new knowledge (alpha fold), and by accelerating research productivity for each individual with new tools "
"What is Jensen-Shannon divergence, and what properties of basic Kulback Liebler divergence make it useful.
What is it used in (what type of reinforcement learning?) ","Jensen shannon is Kulback Liebler divergence of p from (p+q)/2 plus Kulback Liebler divergence of q from (p+q)/2, averaged 
One portion of this punishes the model having predictions where there isn't data, the other portion punishes the data existing where the model is not 
Normal maximum likelihood estimation only pushes model to predict data. It doesn't penalize predicting things that aren't the data. 
Jensen Shannon divergence is used for generative adversarial networks."
What are Boltzmann machines? How is the math set up? ,Think about the math necessary to setup the problem. Boltzmann machines are energy based models with weights and biases between layers that define an energy for each configuration of activations within each layer. This energy leads to a Boltzmann probability distribution over the visible layer activations via maximization of entropy. 
Are LLMs sentient (Chalmers talk) main takeaway ,"General idea: 10% chance now, but most objections are likely to be temporary."
Main applications of machine learning in physics problems ,"(from least to most interesting...)
1. Constructing generative models for data, and representing states (examples: molecular structure prediction and generation, and quantum field theory lattice sampling)
2. Learning equations of motion or effective models (example: learning the equations of motion for active matter)
3. Experimental design and hypothesis generation (example: ultimately, being able to replace a graduate student)"
Eras of science and discovery (methods) according to Max Welling ,"1. Empirical trial and error (think of experimenters in the 1600s discovering what nature does with gasses and liquids and things like this)
2. Data driven modelling (physical prototyping. Think of designing a plane by building toy models and testing them in a wind tunnel)
3. In-silico design (think of purely computational simulation of building a plane and how it behaves in a wind tunnel)
4. Self-improving emulators (this is the predicted fourth stage of science and discovery, where computers generate predictions and data in a way that is less directed by humans. For example, generating molecular designs for drug targets)"
Energy-based methods and Boltzmann learning: when is this the best model? ,"General principle: Energy-based methods are best for describing situations with restricted uncertainty on some variables, but maximal uncertainty on all other things.
Indeed, the Boltzmann distribution with some ""energy"" is the most general way to encode a distribution which satisfies some average properties (this can be shown using Lagrange multipliers) but otherwise has the maximum entropy possible. "
Expectation maximization algorithm - describe the basic setup and steps ,"The overall goal is to maximize the log likelihood of data within the structure of a given model. 
Expectation maximization assumes that latent variables exist which describe the data (such as clusters of data being drawn from similar groups)
The algorithm assigns each datapoint to a cluster with a given probability, then updates the parameters of the clusters to optimize overall data reconstruction, and then reassigns datapoints to their new optimal clusters, and then repeats "
What is generalized policy iteration? ,"Policy evaluation is updating the value function. TD update rule with learning rate converges to value function of policy you were taking already, if you never update the policy. Every policy has one corresponding value function
Policy improvement. Acting greedily with respect to a value function will not decrease the value of any state "
How to alter variable scope inside a function ,"by default anything new is local. 
Global variables used inside should be declared as ""global x"" "
Major array types and properties ,"○ List is a collection which is ordered and changeable. Allows duplicate members.
		○ Tuple is a collection which is ordered and unchangeable. Allows duplicate members.
		○ Set is a collection which is unordered, unchangeable*, and unindexed. No duplicate members.
Dictionary is a collection which is ordered** and changeable. No duplicate members. "
How to unpack multiple elements in a list ,"use asterisk. 
		fruits = (""apple"", ""banana"", ""cherry"", ""strawberry"", ""raspberry"")
green, yellow, *red = fruits "
print attributes and methods of a class ,dir(object) 
how to concatenate two lists in python? ,"• Can extend a list by multiple elements (that is, another list) using 
mylist.extend(newlist) to alter mylist "
List comprehension examples in Python ,"○ fruits = [""apple"", ""banana"", ""cherry"", ""kiwi"", ""mango""]
		○ newlist = [x for x in fruits if ""a"" in x]
		○ newlist  = [expression for item in iterable if condition == True]
newlist = [x if x != ""banana"" else ""orange"" for x in fruits] "
Key components of modern large pretrained language models (architecture and training method) ,"Transformer, and word prediction training method
----------
Transformers for attention, and byte pair encoder-decoder to streamline meaning extraction by still keeping odd and unique words within the vocabulary. 
Self-supervised learning from generative problems, such as masking out a word and predicting it.These methods work so well because they are a general enough task that they bias the system toward learning general NLP abilities like sentence structure, grammar, meaning, etc. 
These are complementary ideas: Transformer and masking word are simplest ways to impose structure that make learning efficient, but still have a sufficiently general function space or optimization plateau to be good at general problems. "
Geologic history timescales ,"Timeline for continental drift is Pangea around 200m years ago 
Permian epoch ended with mass extinction geological activitity around 250m years ago. 95% of species lost. Unclear exactly how. Greenhouse gasses from volcanism in Siberia, and sea level drop exposing co2 deposits near the ocean.
Cretaceous ended around 66 m years ago with chixculub crater. 10 years of cold."
Computer network layers ,"Physical network 1. Physical Ethernet connection and Mac addresses and collisions 2. Data link is Ethernet protocols 3. Network is physical router and cables 
Information sent over network 4. Transport is packet protocols like IP 5. Session is TCP for opening and closing sessions"
Two types of programming ,Dynamic programming and gradient descent as the two main algorithmic approaches 
Algorithmic complexity of mergesort ,"n log_2(n) 
because of log_2(n) layers, and each layer takes n/2 comparisons to cycle through"
Why don't we train Mnist data to output classification in binary? ,"There are physical locations in the image that correspond to the different digits, but not to the ""most significant part of the binary representation of the digit""
It's about how the information is encoded into the data. "
Generalized gradient descent methods (stochastic) ,"Momentum based (keep fraction of previous change going in next, has some decay time)
Track second moment of gradient as wellIf gradient is decreasing, then slow down, if it is increasing, then speed up. ADAM algorithm moves by momentum/(sqrt(variance +m^2) + epsilon), so that when variance is high, it slows down, but for persistent gradients, it is capped at some speed."
Limitations of simple gradient descent ,"It only finds a local minimum.
The speed is limited. If you move too fast, you get out of a minimum. 
------
In particular, you can only move at a rate that is set by the fastest changing cost landscape (and newton's method using the curvature can tell you what speed that is). The general multi-dimensional newton's method is not computationally efficient (involves calculating the Hessian). "
Main properties of Plants ,"Plants use cellulose for structure, and are photosynthetic autotrophs "
Properties of Fungi ,"Fungi - chitin, mushrooms, yeasts, molds, heterotrophs. 
Interesting life cycle, asexual and other types of reproduction, sporing, 
Primary role is decomposers "
Properties of animals - what are some shared characteristics of all animals? ,"Multicellular, breathe oxygen, move around, reproduce sexually, and have similar blastular development "
Examples of poor natural agents (animals) as a cool story ,"Dung beetle keeps pushing after removing object
Sphinx wasp resets task order if interrupted (comes back out and drags it back) "
"In reinforcement learning, what are the two major axes which characterize an environment? ","Axis 1: How much is observable about 
The state (observability of the physical environment. Parts of it can be hidden) 
The rules of physics (are these known or unknown) 
The environment of agents (the internal representations of others) 
(Generally these are axes which lead to more probabilistic outcomes)
------------------------------------
Axis 2: Discrete vs continuous in 
Time
Space 
Causality structure (is evolution episodic so that there are discrete breaks in the causal structure, or is the environment and timeline continuously evolving without any breaks?)"
Why do scientific inference problems (like for wave equation for active matter) work now? Why are they timely as a research question? ,"We are getting access to new datasets on complex problems, that are unpublished so far (this is why it is possible, and timely). 
The solution method works on a problem with local interactions that possesses some assumed simple analytic form for the solution (the equations of motion). So we know it is possible. 
It is also timely because it is harder than what humans can guess and check in some easy way. So we need machine learning to solve it. "
Puzzle about why neural networks work: what are properties that make it work? ,"There is something about the structure of the real environment which is amenable to this representation.
Neural nets are sufficiently general and flexible
Gradient descent is somehow able to approach the optimal configuration "
What is important about high dimensionality for learning ,Local minima probably don't exist. There's always an escape direction 
Why Sample Variance is Divided by n-1,It's a better estimate for the true population variance 
"How much trash is generated by the united states population each year by volume (in total, and per person)? ","Each person generates 3 cubic meters of solid waste per year.
There are 300 million people in the united states, roughly.
The result is 1 cubic kilometer of trash every year, if we wanted to put it into a landfill only"
Fusion reaction process ,"Sparc talk - cycle of fusion reaction, dependence on magnetic length 
	Dueterium tritium becomes helium and neutron, neutron combines with lithium to give helium and tritium
So you just have to put in lithium and deuterium in principle and get out heat and helium "
High level description of boosting ,Boosting is a method to combine weak learners (simple functions) into more complex functions or strong learners.Adaboost and XGboost 
How does bagging reduce variance ,"Not by sampling more data, but rather making it as if you sampled more data by doing some transformation that introduces randomization into your model in a way that is like sampling more data. "
What is the cost function usually for inferring the functional form of data? ,"Cost function is always the Kulback Liebler (KL) divergence from the model predictions to the data at each x axis location. That is, it is the entropy with the model predictions inside the log and the data points outside the log, minus the entropy with the data points everywhere. "
Income distribution follows Pareto law. What is it? ,"Fraction higher than x scales like 1/x^alpha. For income it’s between 2 and 3 equals alpha. So 1/100 people income 100k. 1/10,000 people income 1 million. 1/300 million income 100 million roughly."
Economic model of growth main points ,"3 levels
Level 1: Food capital and labor capital.
Level 2: Knowledge (technology) and investment capital to make level 1 more efficient.
Level 3: Network capital to be better at figuring out new technology (the scientific system), and better at more efficiently distributing investment capital (financial markets)"
Pinkers trends that help the environment (3 ds),"Densification, dematerialization, decarbonization as natural processes "
Pinkers ideas for how to combat CO2 and global warming,"At source: carbon taxation or credits, and nuclear energy
At end: carbon capture, geoengineering, and adaptation "
How does a Squid magnetometer work? ,SQUID magnetometer in terms of JJ.  - Bias near critical current. Screening sends one JJ above Ic. Produces a voltage drop. 
Power transmission line physics: why high voltage? ,"Power is I^2 R in transmission lines. With fixed R, have to lower I. 
Transformers at output conserve energy, so if some device needs power P=IV_low, then I_high = I*V_low/V_high. 
Power losses in the cable can be significantly reduced with high voltage."
What are some things to be careful about when evaluating a deep learning model? (These are a few of Andrew Ng's suggestions for a good deep learning workflow) ,"Always know the human error rate at some task. This is the benchmark you should be comparing your performance to. 
Be careful about test set being a physically different distribution from your development set. One example is audio identification for use in a self driving card, maybe your training data was hard to collect so you used general speech recognition training data, but the data in the car has specific background noise types that make it perform differently. "
Benefits of neural networks compared to other machine learning methods ,"Benefit from huge data without fine tuning in ways that other models do not 
Can learn to represent concepts that are transferable and hierarchical 
Flexible at representing things "
Limitations of neural networks (NNs) ,"Need labeled data, and lots of it
Can't easily deal with inhomogenous datatypes (while decision trees can, for example) Hard to interpret "
"Boosting algorithms, review interpretation ","Adaboost as gathering good predictions at the most uncertain points but diffusing at the most certain points (which happens slower, so it's fine),  XGboost as taylor approximation in different remaining residual subspaces "
"What is the way to solve the bandit problem?
In brief, you have multiple ""arms"", or choices of what decision to make. You assume a uniform distribution on the return for each arm with some noise, and some average value. With repeated trials, you gather some return from each arm. ","You use the upper confidence bound algorithm.
In brief, you explore each arm until you get enough statistical knowledge of its average value compared to other arms. The metric to minimize is the expected negative return in the worst case scenario. "
Methods of dimensional reduction ,"PCA, t-SNEImportant differnce is PCA is parametric meaning we can do it to a new datapoint right away, while t-SNE is not "
Types of clustering algorithms ,"K means, hierarchical, density based, expectation maximization with gaussian mixtures. Really think through expectation maximization and others "
Nielsen on Artificial general intelligence (AGI) - what two notions of complexity determine whether its possible? ,"Viewpoint 1, connectomic complexity: complexity is on the neuron map level (this assumes you must specify the 70 quadrillion numbers roughly that are the floating point representation of the 100 trillion synapses of 100 billion neurons in a human brain) 
Viewpoint 2, programmatic complexity: complexity is the genetic difference between monkeys and humans in terms of the genetic code (125 million base pairs roughly out of 3 billion basepairs, or 4 percent, are different)"
